SCHUELER_ID	SCHUELER_NAME	BEWERB_ID	BEWERB	ZEIT	DURCHGANG
1043	Strosin	1001	100m Lauf	14.65	1
1071	Moore	1001	100m Lauf	12.82	1
1032	Lesch	1001	100m Lauf	11.63	1
1061	Swift	1001	100m Lauf	14.48	1
1051	Kuhic	1001	100m Lauf	15.20	1
1065	Rolfson	1001	100m Lauf	17.40	1
1044	Jacobs	1001	100m Lauf	14.21	1
1001	Lehner	1001	100m Lauf	16.82	1
1041	Kiehn	1001	100m Lauf	12.25	1
1056	Macejkovic	1001	100m Lauf	15.01	1
1046	Bauch	1001	100m Lauf	17.07	1
1023	Kirlin	1001	100m Lauf	14.14	1
1006	Langworth	1001	100m Lauf	13.56	1
1039	Feeney	1001	100m Lauf	14.83	1
1037	Stracke	1001	100m Lauf	17.89	1
1009	Lueilwitz	1001	100m Lauf	16.56	1
1029	Kassulke	1001	100m Lauf	13.85	1
1042	Mayer	1001	100m Lauf	14.29	1
1026	West	1001	100m Lauf	14.30	1
1004	Jacobson	1001	100m Lauf	13.59	1
1007	Nitzsche	1001	100m Lauf	12.64	1
1022	Botsford	1001	100m Lauf	14.90	1
1048	Hagenes	1001	100m Lauf	14.15	1
1082	Cummings	1001	100m Lauf	19.77	1
1052	Purdy	1001	100m Lauf	17.52	1
1013	Marks	1001	100m Lauf	16.92	1
1017	West	1001	100m Lauf	15.48	1
1089	Franecki	1001	100m Lauf	14.40	1
1069	Hayes	1001	100m Lauf	14.30	1
1010	Nitzsche	1001	100m Lauf	14.07	1
1050	Oberbrunner	1001	100m Lauf	16.01	1
1064	Kessler	1002	400m Lauf	83.26	1
1060	Langworth	1002	400m Lauf	82.10	1
1024	O'Reilly	1002	400m Lauf	88.72	1
1039	Feeney	1002	400m Lauf	81.21	1
1018	Koch	1002	400m Lauf	78.87	1
1016	Mayer	1002	400m Lauf	76.71	1
1096	Hudson	1002	400m Lauf	84.89	1
1011	Walsh	1002	400m Lauf	70.70	1
1089	Franecki	1002	400m Lauf	79.89	1
1042	Mayer	1002	400m Lauf	71.37	1
1008	Deckow	1002	400m Lauf	78.41	1
1073	Toy	1002	400m Lauf	83.97	1
1026	West	1002	400m Lauf	83.21	1
1065	Rolfson	1002	400m Lauf	79.51	1
1049	Konopelski	1002	400m Lauf	82.94	1
1084	Gaylord	1002	400m Lauf	84.72	1
1080	Koelpin	1002	400m Lauf	90.29	1
1078	Kulas	1002	400m Lauf	89.50	1
1058	Wiegand	1002	400m Lauf	78.45	1
1070	Gulgowski	1002	400m Lauf	82.33	1
1002	Gerlach	1002	400m Lauf	88.56	1
1021	Kessler	1002	400m Lauf	84.78	1
1048	Hagenes	1002	400m Lauf	69.82	1
1097	Rice	1002	400m Lauf	87.63	1
1007	Nitzsche	1002	400m Lauf	74.41	1
1085	Torphy	1002	400m Lauf	73.63	1
1027	Considine	1002	400m Lauf	84.51	1
1057	Armstrong	1002	400m Lauf	69.48	1
1076	Haley	1002	400m Lauf	75.46	1
1052	Purdy	1002	400m Lauf	66.51	1
1003	Brekke	1002	400m Lauf	69.34	1
1071	Moore	1002	400m Lauf	85.63	1
1013	Marks	1002	400m Lauf	77.22	1
1006	Langworth	1002	400m Lauf	75.32	1
1053	Stroman	1002	400m Lauf	84.12	1
1017	West	1002	400m Lauf	79.87	1
1098	Haley	1002	400m Lauf	83.80	1
1043	Strosin	1002	400m Lauf	87.38	1
1090	Bernhard	1002	400m Lauf	70.42	1
1033	Upton	1002	400m Lauf	67.37	1
1028	Rutherford	1002	400m Lauf	84.39	1
1019	Watsica	1002	400m Lauf	86.81	1
1068	Nikolaus	1002	400m Lauf	90.74	1
1004	Jacobson	1002	400m Lauf	72.29	1
1047	Koepp	1002	400m Lauf	75.72	1
1009	Lueilwitz	1002	400m Lauf	72.11	1
1035	Runolfsson	1002	400m Lauf	60.15	1
1069	Hayes	1002	400m Lauf	78.48	1
1077	Kub	1002	400m Lauf	69.74	1
1054	Wuckert	1002	400m Lauf	82.77	1
1094	Torp	1002	400m Lauf	76.04	1
1082	Cummings	1002	400m Lauf	72.30	1
1093	Lockman	1002	400m Lauf	68.97	1
1034	Ruecker	1002	400m Lauf	75.45	1
1066	Leannon	1002	400m Lauf	75.68	1
1062	Ryan	1002	400m Lauf	92.01	1
1038	Daniel	1002	400m Lauf	80.04	1
1023	Kirlin	1002	400m Lauf	65.21	1
1015	Champlin	1002	400m Lauf	76.20	1
1074	Green	1002	400m Lauf	74.12	1
1001	Lehner	1002	400m Lauf	82.59	1
1083	Kunze	1002	400m Lauf	82.77	1
1059	Dickens	1002	400m Lauf	87.86	1
1050	Oberbrunner	1002	400m Lauf	78.96	1
1079	Howell	1002	400m Lauf	66.77	1
1081	Zboncak	1002	400m Lauf	83.35	1
1037	Stracke	1002	400m Lauf	76.39	1
1055	Doyle	1002	400m Lauf	77.48	1
1005	Homenick	1002	400m Lauf	86.14	1
1092	Upton	1002	400m Lauf	71.70	1
1025	Marvin	1002	400m Lauf	65.96	1
1091	Goodwin	1002	400m Lauf	68.71	1
1067	Stokes	1002	400m Lauf	85.83	1
1051	Kuhic	1002	400m Lauf	77.26	1
1061	Swift	1002	400m Lauf	90.54	1
1041	Kiehn	1002	400m Lauf	67.21	1
1010	Nitzsche	1002	400m Lauf	87.16	1
1046	Bauch	1002	400m Lauf	92.05	1
1012	Rodriguez	1002	400m Lauf	80.67	1
1056	Macejkovic	1002	400m Lauf	68.78	1
1021	Kessler	1003	5000m Lauf	1144.33	1
1030	Wiegand	1003	5000m Lauf	1105.05	1
1100	Beer	1003	5000m Lauf	1185.70	1
1067	Stokes	1003	5000m Lauf	1112.51	1
1075	Mosciski	1003	5000m Lauf	986.11	1
1093	Lockman	1003	5000m Lauf	1179.86	1
1070	Gulgowski	1003	5000m Lauf	1175.04	1
1015	Champlin	1003	5000m Lauf	1127.84	1
1099	Walter	1003	5000m Lauf	1370.54	1
1079	Howell	1003	5000m Lauf	1085.73	1
1003	Brekke	1003	5000m Lauf	1156.27	1
1069	Hayes	1003	5000m Lauf	1126.97	1
1057	Armstrong	1003	5000m Lauf	977.80	1
1090	Bernhard	1003	5000m Lauf	1010.81	1
1051	Kuhic	1003	5000m Lauf	1128.66	1
1022	Botsford	1003	5000m Lauf	892.80	1
1098	Haley	1003	5000m Lauf	1112.73	1
1056	Macejkovic	1003	5000m Lauf	1141.47	1
1028	Rutherford	1003	5000m Lauf	1063.54	1
1071	Moore	1003	5000m Lauf	1169.19	1
1087	Hammes	1003	5000m Lauf	1021.51	1
1020	Bogan	1003	5000m Lauf	1044.83	1
1073	Toy	1003	5000m Lauf	880.13	1
1097	Rice	1003	5000m Lauf	1211.15	1
1007	Nitzsche	1003	5000m Lauf	1072.53	1
1043	Strosin	1003	5000m Lauf	1045.85	1
1018	Koch	1003	5000m Lauf	1128.89	1
1080	Koelpin	1003	5000m Lauf	1201.92	1
1027	Considine	1003	5000m Lauf	1026.49	1
1047	Koepp	1003	5000m Lauf	1143.84	1
1039	Feeney	1003	5000m Lauf	1054.10	1
1016	Mayer	1003	5000m Lauf	849.55	1
1066	Leannon	1003	5000m Lauf	1026.72	1
1049	Konopelski	1003	5000m Lauf	1212.71	1
1036	Leffler	1003	5000m Lauf	1212.89	1
1013	Marks	1003	5000m Lauf	812.29	1
1078	Kulas	1003	5000m Lauf	997.30	1
1034	Ruecker	1003	5000m Lauf	988.50	1
1083	Kunze	1003	5000m Lauf	1126.36	1
1002	Gerlach	1003	5000m Lauf	1228.59	1
1011	Walsh	1003	5000m Lauf	1148.60	1
1029	Kassulke	1003	5000m Lauf	1114.25	1
1065	Rolfson	1003	5000m Lauf	1033.86	1
1044	Jacobs	1003	5000m Lauf	1075.34	1
1053	Stroman	1003	5000m Lauf	1071.13	1
1004	Jacobson	1003	5000m Lauf	1207.17	1
1037	Stracke	1003	5000m Lauf	1140.89	1
1094	Torp	1003	5000m Lauf	1111.13	1
1024	O'Reilly	1003	5000m Lauf	1069.28	1
1092	Upton	1003	5000m Lauf	1132.83	1
1055	Doyle	1003	5000m Lauf	911.49	1
1012	Rodriguez	1003	5000m Lauf	1125.38	1
1050	Oberbrunner	1003	5000m Lauf	1029.59	1
1096	Hudson	1003	5000m Lauf	925.50	1
1033	Upton	1003	5000m Lauf	1305.28	1
1081	Zboncak	1003	5000m Lauf	1057.18	1
1085	Torphy	1003	5000m Lauf	1098.76	1
1059	Dickens	1003	5000m Lauf	1269.36	1
1061	Swift	1003	5000m Lauf	983.07	1
1019	Watsica	1003	5000m Lauf	1208.93	1
1042	Mayer	1003	5000m Lauf	991.73	1
1009	Lueilwitz	1003	5000m Lauf	1261.94	1
1089	Franecki	1003	5000m Lauf	1056.99	1
1091	Goodwin	1003	5000m Lauf	1054.08	1
1088	Hartmann	1003	5000m Lauf	965.17	1
1060	Langworth	1003	5000m Lauf	1152.72	1
1072	Bode	1003	5000m Lauf	1055.88	1
1076	Haley	1003	5000m Lauf	1037.86	1
1054	Wuckert	1003	5000m Lauf	1060.90	1
1046	Bauch	1003	5000m Lauf	1127.39	1
1031	Schumm	1003	5000m Lauf	1216.18	1
1048	Hagenes	1003	5000m Lauf	1069.47	1
1006	Langworth	1003	5000m Lauf	921.36	1
1041	Kiehn	1003	5000m Lauf	1097.61	1
1064	Kessler	1003	5000m Lauf	933.13	1
1014	Harber	1003	5000m Lauf	1153.36	1
1082	Cummings	1003	5000m Lauf	899.47	1
1045	Heathcote	1003	5000m Lauf	1131.16	1
1052	Purdy	1003	5000m Lauf	1085.45	1
1084	Gaylord	1003	5000m Lauf	1118.39	1
1067	Stokes	1001	100m Lauf	14.10	2
1008	Deckow	1001	100m Lauf	13.95	2
1045	Heathcote	1001	100m Lauf	18.83	2
1065	Rolfson	1001	100m Lauf	15.65	2
1063	Gislason	1001	100m Lauf	16.26	2
1076	Haley	1001	100m Lauf	13.82	2
1077	Kub	1001	100m Lauf	15.28	2
1026	West	1001	100m Lauf	16.04	2
1089	Franecki	1001	100m Lauf	15.01	2
1055	Doyle	1001	100m Lauf	16.66	2
1056	Macejkovic	1001	100m Lauf	13.82	2
1033	Upton	1001	100m Lauf	16.59	2
1014	Harber	1001	100m Lauf	16.50	2
1079	Howell	1001	100m Lauf	16.10	2
1006	Langworth	1001	100m Lauf	13.48	2
1078	Kulas	1001	100m Lauf	17.51	2
1034	Ruecker	1001	100m Lauf	17.37	2
1095	Harvey	1001	100m Lauf	16.33	2
1043	Strosin	1001	100m Lauf	15.69	2
1007	Nitzsche	1001	100m Lauf	14.87	2
1060	Langworth	1001	100m Lauf	16.70	2
1050	Oberbrunner	1001	100m Lauf	17.40	2
1036	Leffler	1001	100m Lauf	15.85	2
1084	Gaylord	1001	100m Lauf	13.50	2
1082	Cummings	1001	100m Lauf	12.88	2
1074	Green	1001	100m Lauf	18.62	2
1066	Leannon	1001	100m Lauf	16.83	2
1024	O'Reilly	1001	100m Lauf	14.51	2
1100	Beer	1001	100m Lauf	17.57	2
1022	Botsford	1001	100m Lauf	15.93	2
1053	Stroman	1001	100m Lauf	14.45	2
1092	Upton	1001	100m Lauf	15.25	2
1027	Considine	1001	100m Lauf	17.32	2
1072	Bode	1001	100m Lauf	15.90	2
1046	Bauch	1001	100m Lauf	15.73	2
1042	Mayer	1001	100m Lauf	17.72	2
1068	Nikolaus	1001	100m Lauf	18.29	2
1025	Marvin	1001	100m Lauf	15.14	2
1028	Rutherford	1001	100m Lauf	16.24	2
1062	Ryan	1001	100m Lauf	17.79	2
1097	Rice	1001	100m Lauf	12.55	2
1030	Wiegand	1001	100m Lauf	18.52	2
1012	Rodriguez	1001	100m Lauf	17.24	2
1093	Lockman	1001	100m Lauf	15.86	2
1023	Kirlin	1001	100m Lauf	14.63	2
1013	Marks	1001	100m Lauf	14.58	2
1001	Lehner	1001	100m Lauf	15.57	2
1005	Homenick	1001	100m Lauf	14.78	2
1009	Lueilwitz	1001	100m Lauf	16.17	2
1019	Watsica	1001	100m Lauf	16.40	2
1075	Mosciski	1001	100m Lauf	14.62	2
1011	Walsh	1001	100m Lauf	13.37	2
1047	Koepp	1001	100m Lauf	15.54	2
1088	Hartmann	1001	100m Lauf	13.93	2
1058	Wiegand	1001	100m Lauf	14.10	2
1069	Hayes	1001	100m Lauf	14.33	2
1018	Koch	1001	100m Lauf	15.11	2
1085	Torphy	1001	100m Lauf	16.47	2
1057	Armstrong	1001	100m Lauf	15.34	2
1099	Walter	1001	100m Lauf	16.31	2
1052	Purdy	1001	100m Lauf	14.33	2
1029	Kassulke	1001	100m Lauf	13.74	2
1070	Gulgowski	1001	100m Lauf	16.26	2
1086	DuBuque	1001	100m Lauf	16.11	2
1071	Moore	1001	100m Lauf	15.03	2
1087	Hammes	1001	100m Lauf	15.57	2
1032	Lesch	1001	100m Lauf	17.07	2
1038	Daniel	1001	100m Lauf	13.20	2
1003	Brekke	1001	100m Lauf	12.91	2
1049	Konopelski	1001	100m Lauf	13.68	2
1016	Mayer	1001	100m Lauf	17.76	2
1064	Kessler	1001	100m Lauf	14.65	2
1004	Jacobson	1001	100m Lauf	11.83	2
1021	Kessler	1001	100m Lauf	15.82	2
1059	Dickens	1001	100m Lauf	14.67	2
1039	Feeney	1001	100m Lauf	16.77	2
1002	Gerlach	1001	100m Lauf	11.67	2
1010	Nitzsche	1001	100m Lauf	18.93	2
1094	Torp	1001	100m Lauf	16.04	2
1083	Kunze	1001	100m Lauf	15.74	2
1035	Runolfsson	1002	400m Lauf	80.67	2
1046	Bauch	1002	400m Lauf	69.33	2
1060	Langworth	1002	400m Lauf	88.82	2
1016	Mayer	1002	400m Lauf	74.90	2
1036	Leffler	1002	400m Lauf	84.28	2
1026	West	1002	400m Lauf	79.28	2
1094	Torp	1002	400m Lauf	85.32	2
1073	Toy	1002	400m Lauf	68.69	2
1050	Oberbrunner	1002	400m Lauf	83.80	2
1042	Mayer	1002	400m Lauf	83.22	2
1009	Lueilwitz	1002	400m Lauf	86.47	2
1025	Marvin	1002	400m Lauf	82.34	2
1096	Hudson	1002	400m Lauf	77.88	2
1099	Walter	1002	400m Lauf	69.60	2
1070	Gulgowski	1002	400m Lauf	73.11	2
1088	Hartmann	1002	400m Lauf	84.78	2
1033	Upton	1002	400m Lauf	76.69	2
1031	Schumm	1002	400m Lauf	82.08	2
1005	Homenick	1002	400m Lauf	83.79	2
1081	Zboncak	1002	400m Lauf	88.33	2
1058	Wiegand	1002	400m Lauf	85.38	2
1064	Kessler	1002	400m Lauf	78.23	2
1051	Kuhic	1002	400m Lauf	80.16	2
1069	Hayes	1002	400m Lauf	75.87	2
1090	Bernhard	1002	400m Lauf	76.36	2
1100	Beer	1002	400m Lauf	72.27	2
1001	Lehner	1002	400m Lauf	70.79	2
1095	Harvey	1002	400m Lauf	88.95	2
1004	Jacobson	1002	400m Lauf	94.91	2
1057	Armstrong	1002	400m Lauf	93.99	2
1053	Stroman	1002	400m Lauf	92.20	2
1068	Nikolaus	1002	400m Lauf	79.06	2
1038	Daniel	1002	400m Lauf	71.96	2
1007	Nitzsche	1002	400m Lauf	74.16	2
1065	Rolfson	1002	400m Lauf	86.93	2
1093	Lockman	1002	400m Lauf	59.61	2
1076	Haley	1002	400m Lauf	71.04	2
1080	Koelpin	1002	400m Lauf	82.32	2
1066	Leannon	1002	400m Lauf	77.04	2
1030	Wiegand	1002	400m Lauf	81.58	2
1084	Gaylord	1002	400m Lauf	71.89	2
1054	Wuckert	1002	400m Lauf	98.52	2
1020	Bogan	1002	400m Lauf	77.23	2
1085	Torphy	1002	400m Lauf	88.85	2
1087	Hammes	1002	400m Lauf	95.39	2
1012	Rodriguez	1002	400m Lauf	82.51	2
1071	Moore	1002	400m Lauf	70.89	2
1049	Konopelski	1002	400m Lauf	82.64	2
1052	Purdy	1002	400m Lauf	84.75	2
1078	Kulas	1002	400m Lauf	76.00	2
1044	Jacobs	1002	400m Lauf	91.11	2
1019	Watsica	1002	400m Lauf	75.09	2
1002	Gerlach	1002	400m Lauf	93.39	2
1010	Nitzsche	1002	400m Lauf	98.06	2
1022	Botsford	1002	400m Lauf	75.59	2
1092	Upton	1002	400m Lauf	70.63	2
1003	Brekke	1002	400m Lauf	81.68	2
1006	Langworth	1002	400m Lauf	81.25	2
1015	Champlin	1002	400m Lauf	92.26	2
1008	Deckow	1002	400m Lauf	80.74	2
1055	Doyle	1002	400m Lauf	76.69	2
1021	Kessler	1002	400m Lauf	89.35	2
1013	Marks	1002	400m Lauf	70.18	2
1039	Feeney	1002	400m Lauf	84.73	2
1061	Swift	1002	400m Lauf	84.66	2
1097	Rice	1002	400m Lauf	76.64	2
1024	O'Reilly	1002	400m Lauf	79.15	2
1067	Stokes	1002	400m Lauf	72.12	2
1023	Kirlin	1002	400m Lauf	75.57	2
1048	Hagenes	1002	400m Lauf	72.95	2
1011	Walsh	1002	400m Lauf	81.89	2
1045	Heathcote	1002	400m Lauf	84.79	2
1059	Dickens	1002	400m Lauf	74.53	2
1098	Haley	1002	400m Lauf	69.93	2
1075	Mosciski	1002	400m Lauf	84.10	2
1082	Cummings	1002	400m Lauf	85.65	2
1027	Considine	1002	400m Lauf	66.65	2
1056	Macejkovic	1002	400m Lauf	82.92	2
1077	Kub	1002	400m Lauf	76.48	2
1017	West	1002	400m Lauf	84.23	2
1004	Jacobson	1003	5000m Lauf	982.82	2
1051	Kuhic	1003	5000m Lauf	1126.40	2
1017	West	1003	5000m Lauf	1334.13	2
1068	Nikolaus	1003	5000m Lauf	1225.75	2
1009	Lueilwitz	1003	5000m Lauf	1142.57	2
1069	Hayes	1003	5000m Lauf	1147.66	2
1054	Wuckert	1003	5000m Lauf	1084.61	2
1023	Kirlin	1003	5000m Lauf	1110.24	2
1095	Harvey	1003	5000m Lauf	1157.75	2
1072	Bode	1003	5000m Lauf	1078.67	2
1049	Konopelski	1003	5000m Lauf	1153.70	2
1062	Ryan	1003	5000m Lauf	972.83	2
1010	Nitzsche	1003	5000m Lauf	1101.13	2
1085	Torphy	1003	5000m Lauf	1205.13	2
1035	Runolfsson	1003	5000m Lauf	1074.68	2
1039	Feeney	1003	5000m Lauf	1001.62	2
1090	Bernhard	1003	5000m Lauf	1075.26	2
1071	Moore	1003	5000m Lauf	1195.92	2
1030	Wiegand	1003	5000m Lauf	1361.32	2
1018	Koch	1003	5000m Lauf	1037.51	2
1034	Ruecker	1003	5000m Lauf	1153.40	2
1098	Haley	1003	5000m Lauf	1130.13	2
1011	Walsh	1003	5000m Lauf	962.79	2
1065	Rolfson	1003	5000m Lauf	1091.93	2
1079	Howell	1003	5000m Lauf	1226.99	2
1040	Wunsch	1003	5000m Lauf	1086.12	2
1028	Rutherford	1003	5000m Lauf	1084.56	2
1089	Franecki	1003	5000m Lauf	1073.14	2
1050	Oberbrunner	1003	5000m Lauf	1238.68	2
1067	Stokes	1003	5000m Lauf	1144.83	2
1036	Leffler	1003	5000m Lauf	1051.36	2
1096	Hudson	1003	5000m Lauf	1078.21	2
1048	Hagenes	1003	5000m Lauf	1210.31	2
1008	Deckow	1003	5000m Lauf	1027.33	2
1019	Watsica	1003	5000m Lauf	1159.84	2
1003	Brekke	1003	5000m Lauf	918.31	2
1083	Kunze	1003	5000m Lauf	1147.83	2
1066	Leannon	1003	5000m Lauf	804.16	2
1081	Zboncak	1003	5000m Lauf	1178.06	2
1043	Strosin	1003	5000m Lauf	1276.01	2
1091	Goodwin	1003	5000m Lauf	903.85	2
1059	Dickens	1003	5000m Lauf	1192.81	2
1055	Doyle	1003	5000m Lauf	1170.98	2
1078	Kulas	1003	5000m Lauf	1240.09	2
1087	Hammes	1003	5000m Lauf	1160.04	2
1047	Koepp	1003	5000m Lauf	1077.55	2
1021	Kessler	1003	5000m Lauf	1259.27	2
1070	Gulgowski	1003	5000m Lauf	976.63	2
1094	Torp	1003	5000m Lauf	1152.64	2
1020	Bogan	1003	5000m Lauf	1131.53	2
1005	Homenick	1003	5000m Lauf	1090.75	2
1029	Kassulke	1003	5000m Lauf	1267.98	2
1076	Haley	1003	5000m Lauf	1172.07	2
1086	DuBuque	1003	5000m Lauf	1095.33	2
1025	Marvin	1003	5000m Lauf	814.00	2
1042	Mayer	1003	5000m Lauf	1109.79	2
1063	Gislason	1003	5000m Lauf	1096.88	2
1084	Gaylord	1003	5000m Lauf	1103.48	2
1022	Botsford	1003	5000m Lauf	1411.33	2
1046	Bauch	1003	5000m Lauf	1007.75	2
1007	Nitzsche	1003	5000m Lauf	1016.31	2
1045	Heathcote	1003	5000m Lauf	908.49	2
1032	Lesch	1003	5000m Lauf	1139.66	2
1026	West	1003	5000m Lauf	909.92	2
1012	Rodriguez	1003	5000m Lauf	955.14	2
1082	Cummings	1003	5000m Lauf	1031.19	2
1044	Jacobs	1003	5000m Lauf	1036.47	2
1038	Daniel	1003	5000m Lauf	1025.69	2
1064	Kessler	1003	5000m Lauf	972.72	2
1001	Lehner	1003	5000m Lauf	1060.48	2
1024	O'Reilly	1003	5000m Lauf	1104.80	2
1058	Wiegand	1003	5000m Lauf	1074.25	2
1099	Walter	1003	5000m Lauf	916.20	2
1053	Stroman	1003	5000m Lauf	914.69	2
1002	Gerlach	1003	5000m Lauf	1025.01	2
1097	Rice	1003	5000m Lauf	1232.46	2
1060	Langworth	1003	5000m Lauf	1222.50	2
1077	Kub	1003	5000m Lauf	1010.35	2
1075	Mosciski	1003	5000m Lauf	1178.88	2
1015	Champlin	1003	5000m Lauf	1088.04	2
1053	Stroman	1001	100m Lauf	15.61	3
1033	Upton	1001	100m Lauf	14.63	3
1073	Toy	1001	100m Lauf	14.52	3
1031	Schumm	1001	100m Lauf	18.22	3
1023	Kirlin	1001	100m Lauf	14.59	3
1043	Strosin	1001	100m Lauf	15.00	3
1070	Gulgowski	1001	100m Lauf	16.75	3
1041	Kiehn	1001	100m Lauf	14.73	3
1004	Jacobson	1001	100m Lauf	13.85	3
1025	Marvin	1001	100m Lauf	16.43	3
1061	Swift	1001	100m Lauf	15.40	3
1010	Nitzsche	1001	100m Lauf	17.17	3
1013	Marks	1001	100m Lauf	13.56	3
1062	Ryan	1001	100m Lauf	15.86	3
1077	Kub	1001	100m Lauf	13.73	3
1100	Beer	1001	100m Lauf	15.41	3
1030	Wiegand	1001	100m Lauf	16.26	3
1075	Mosciski	1001	100m Lauf	16.68	3
1084	Gaylord	1001	100m Lauf	14.81	3
1055	Doyle	1001	100m Lauf	15.07	3
1009	Lueilwitz	1001	100m Lauf	17.55	3
1018	Koch	1001	100m Lauf	17.29	3
1005	Homenick	1001	100m Lauf	15.40	3
1048	Hagenes	1001	100m Lauf	15.05	3
1032	Lesch	1001	100m Lauf	15.29	3
1017	West	1001	100m Lauf	17.14	3
1092	Upton	1001	100m Lauf	14.30	3
1078	Kulas	1001	100m Lauf	14.21	3
1045	Heathcote	1001	100m Lauf	14.88	3
1038	Daniel	1001	100m Lauf	13.12	3
1015	Champlin	1001	100m Lauf	13.57	3
1051	Kuhic	1001	100m Lauf	13.99	3
1083	Kunze	1001	100m Lauf	16.69	3
1007	Nitzsche	1001	100m Lauf	14.83	3
1079	Howell	1001	100m Lauf	14.91	3
1095	Harvey	1001	100m Lauf	13.09	3
1057	Armstrong	1001	100m Lauf	15.40	3
1060	Langworth	1001	100m Lauf	13.38	3
1091	Goodwin	1001	100m Lauf	15.96	3
1082	Cummings	1001	100m Lauf	10.96	3
1076	Haley	1001	100m Lauf	14.62	3
1096	Hudson	1001	100m Lauf	18.04	3
1016	Mayer	1001	100m Lauf	13.96	3
1098	Haley	1001	100m Lauf	12.57	3
1089	Franecki	1001	100m Lauf	13.78	3
1065	Rolfson	1001	100m Lauf	16.01	3
1068	Nikolaus	1001	100m Lauf	15.51	3
1003	Brekke	1001	100m Lauf	13.32	3
1046	Bauch	1001	100m Lauf	16.97	3
1014	Harber	1001	100m Lauf	13.97	3
1087	Hammes	1001	100m Lauf	14.68	3
1026	West	1001	100m Lauf	16.30	3
1072	Bode	1001	100m Lauf	15.40	3
1069	Hayes	1001	100m Lauf	11.18	3
1054	Wuckert	1001	100m Lauf	16.15	3
1094	Torp	1001	100m Lauf	15.88	3
1034	Ruecker	1001	100m Lauf	16.25	3
1022	Botsford	1001	100m Lauf	16.63	3
1066	Leannon	1001	100m Lauf	14.65	3
1049	Konopelski	1001	100m Lauf	14.89	3
1081	Zboncak	1001	100m Lauf	13.62	3
1006	Langworth	1001	100m Lauf	15.30	3
1067	Stokes	1001	100m Lauf	17.61	3
1047	Koepp	1001	100m Lauf	13.21	3
1002	Gerlach	1001	100m Lauf	15.62	3
1058	Wiegand	1001	100m Lauf	14.44	3
1080	Koelpin	1001	100m Lauf	12.61	3
1052	Purdy	1001	100m Lauf	15.85	3
1097	Rice	1001	100m Lauf	13.95	3
1036	Leffler	1001	100m Lauf	13.05	3
1039	Feeney	1001	100m Lauf	10.69	3
1037	Stracke	1001	100m Lauf	15.62	3
1042	Mayer	1001	100m Lauf	13.32	3
1008	Deckow	1001	100m Lauf	14.79	3
1020	Bogan	1001	100m Lauf	13.23	3
1011	Walsh	1001	100m Lauf	17.99	3
1093	Lockman	1001	100m Lauf	15.76	3
1035	Runolfsson	1001	100m Lauf	15.19	3
1090	Bernhard	1001	100m Lauf	14.24	3
1001	Lehner	1001	100m Lauf	16.41	3
1030	Wiegand	1002	400m Lauf	87.56	3
